trained_at_utc,station,pollutant,horizon_hours,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,beats_baseline_mae,train_rows,test_rows,model_path
2026-06-23T02:31:40+00:00,València - Vivers,SO2,24,0.438154791571733,0.7280515786891101,0.1447903877264272,0.273876404494382,0.8202150992201765,-0.0854349403572201,False,22959,712,models/builded/model__valencia_vivers__so2__h24.json
2026-06-23T02:31:40+00:00,València - Vivers,NO2,8,11.538223594164256,14.047347785561763,0.1994269182384251,16.119669876203577,20.53597507673137,-0.7109722698442085,True,23052,727,models/builded/model__valencia_vivers__no2__h08.json
2026-06-23T02:31:40+00:00,València - Vivers,NO2,24,10.772712807206656,13.488680953438864,0.2634114243283503,10.896067415730338,15.371613996387389,0.0434119435430159,True,22962,712,models/builded/model__valencia_vivers__no2__h24.json
2026-06-23T02:31:40+00:00,València - Vivers,O3,8,10.687157051843217,13.516133192131536,0.3761044936842003,12.123760932944608,15.5208993233612,0.1773015184832249,True,23479,735,models/builded/model__valencia_vivers__o3__h08.json
2026-06-23T02:31:40+00:00,València - Vivers,O3,24,12.298613204383503,15.156458485816495,0.2224729229906237,13.286409696006356,16.745247426040446,0.0509191916209028,True,23401,719,models/builded/model__valencia_vivers__o3__h24.json
2026-06-23T02:31:40+00:00,València Olivereta,NO2,8,13.312805319731462,16.25513083688643,0.3498934016018078,21.61572052401747,27.383789124979383,-0.8449759894650106,True,24465,687,models/builded/model__valencia_olivereta__no2__h08.json
2026-06-23T02:31:40+00:00,València Olivereta,NO2,24,12.394019415954718,15.405463379707047,0.4081191027943996,12.671130952380953,17.316598492005678,0.2521578034727029,True,24413,672,models/builded/model__valencia_olivereta__no2__h24.json
2026-06-23T02:31:40+00:00,València Olivereta,PM10,8,2.691674743122036,3.629982870186253,0.9073642292087284,3.8672093173169055,5.237604168335692,0.807143218230222,True,24588,729,models/builded/model__valencia_olivereta__pm10__h08.json
2026-06-23T02:31:40+00:00,València Olivereta,PM10,24,6.728760369188088,9.016681026587742,0.4378673494289088,9.018888578592106,12.24036900868866,-0.0359395642403364,True,24489,714,models/builded/model__valencia_olivereta__pm10__h24.json
2026-06-23T02:31:40+00:00,València Olivereta,PM2.5,8,1.2611464083559727,1.7617927790272394,0.93412127135635,1.797093110887359,2.5976571726269024,0.8567814651209571,True,24588,729,models/builded/model__valencia_olivereta__pm2_5__h08.json
2026-06-23T02:31:40+00:00,València Olivereta,PM2.5,24,3.654748635273706,4.937870187093522,0.4928527884652712,4.193067864179627,6.2386805844990985,0.1904564697381201,True,24489,714,models/builded/model__valencia_olivereta__pm2_5__h24.json
